epoch,baseline_loss,baseline_val_auc,baseline_val_ap,attention_loss,attention_val_auc,attention_val_ap
0,0.4436778629046354,0.8825484764542936,0.8936455897764556,0.4335220468643839,0.8969529085872577,0.9040879405060642
1,0.12249217219458315,0.9021606648199445,0.9093763736883398,0.12242224498198706,0.9133518005540167,0.9142476224642463
2,0.04480817125653343,0.90404432132964,0.9084603071315475,0.042869114858139684,0.9104709141274238,0.909030158529277
3,0.017962467939258587,0.8975069252077562,0.9050775317250929,0.017512495293187002,0.9026038781163435,0.9017041430639373
4,0.005857055521463687,0.8966204986149585,0.9046723297610106,0.008506153333741837,0.8982825484764542,0.8982982383721057
5,0.001969637016334577,0.8920775623268697,0.9023028438401242,0.005027460268990437,0.894404432132964,0.8905291754185352
6,0.001187324134039763,0.9011634349030471,0.9083684148389137,0.004430929093962875,0.8970637119113574,0.8994492018805668
7,0.0007930984602736365,0.89196675900277,0.8984145228062554,,,
